,Sp1,Sp2,Sp3,Sp4,Sp5,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Sp39,Sp40,Sp41,Sp42,Sp43,Sp44,Sp45,Sp46,Sp47,Sp48,Sp49,Sp50,Sp51,Sp52,Sp53,Sp54,Sp55,Sp56,Sp57,Sp58,Sp59,Sp60,Sp61,Sp62,Sp63
BodyMass,699.99,43.24,13.1,10.7,76.1,51.1,400,155,176,201.31,27.37,76.73,8.29,7.48,12.3,16,10.3,31.9,49.44,42.9,44.9,35.02,23.96,12.7,11.64,23.4,14.1,13.23,240,235,6.58,8.5,6.56,12.56,6.98,15.16,61,15.2,22.2,31.6,117.47,26.2,32.8,32.1,11,8.39,17.39,11.7,11.1,16.03,9.9,9.54,8.6,13.4,11.34,24.8,36.4,18.8,67.69,22.8,18.6,67.29,10.9
