pt,family,spp,spp_id,dist,counts,elev
129,Zosteropidae,Zosterops senegalensis,63,1,3,2211
130,Pycnonotidae,Eurillas latirostris,42,2,1,2200
130,Locustellidae,Bradypterus cinnamomeus,47,1,1,2200
130,Locustellidae,Bradypterus cinnamomeus,47,4,1,2200
130,Acrocephalidae,Iduna similis,49,4,1,2200
130,Cuculidae,Cuculus solitarius,12,5,1,2200
130,Modulatricidae,Kakamega poliothorax,57,3,1,2200
130,Malaconotidae,Laniarius luehderi,20,4,2,2200
130,Malaconotidae,Laniarius poensis,21,3,1,2200
130,Phylloscopidae,Phylloscopus laetus,52,2,2,2200
130,Lybiidae,Pogoniulus bilineatus,3,3,1,2200
130,Cisticolidae,Prinia bairdii,54,3,2,2200
130,Lybiidae ,Trachylaemus purpuratus,5,5,1,2200
131,Pycnonotidae,Eurillas latirostris,42,3,2,2180
131,Cisticolidae,Cisticola chubbi,50,2,2,2180
131,Muscicapidae,Cossypha archeri,60,3,1,2180
131,Nectariniidae,Hedydipna collaris,35,2,2,2180
131,Modulatricidae,Kakamega poliothorax,57,2,1,2180
131,Malaconotidae,Laniarius luehderi,20,1,2,2180
131,Malaconotidae,Laniarius luehderi,20,4,2,2180
131,Lybiidae,Pogoniulus bilineatus,3,3,2,2180
131,Cisticolidae,Prinia bairdii,54,4,1,2180
131,Pycnonotidae,Pycnonotus barbatus,44,2,2,2180
131,Zosteropidae,Zosterops senegalensis,63,2,2,2180
132,Pycnonotidae,Eurillas latirostris,42,2,2,2161
132,Acrocephalidae,Iduna similis,49,2,1,2161
132,Muscicapidae,Cossypha archeri,60,2,2,2161
132,Malaconotidae,Dryoscopus gambensis,18,2,1,2161
132,Nectariniidae,Hedydipna collaris,35,3,2,2161
132,Modulatricidae,Kakamega poliothorax,57,2,1,2161
132,Malaconotidae,Laniarius luehderi,20,3,2,2161
132,Cisticolidae,Oreolais ruwenzori,51,2,1,2161
132,Phylloscopidae,Phylloscopus laetus,52,2,2,2161
132,Lybiidae,Pogoniulus bilineatus,3,4,3,2161
132,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2161
132,Zosteropidae,Zosterops senegalensis,63,2,2,2161
133,Pycnonotidae,Eurillas latirostris,42,3,1,2134
133,Locustellidae,Bradypterus cinnamomeus,47,3,1,2134
133,Muscicapidae,Cossypha archeri,60,4,2,2134
133,Malaconotidae,Telophorus dohertyi,22,3,1,2134
133,Cisticolidae,Oreolais ruwenzori,51,2,2,2134
133,Oriolidae,Oriolus percivali,37,4,1,2134
133,Lybiidae,Pogoniulus bilineatus,3,4,1,2134
133,Sylviidae,Pseudoalcippe abyssinica,58,2,2,2134
133,Pycnonotidae,Pycnonotus barbatus,44,3,1,2134
134,Pycnonotidae,Eurillas latirostris,42,2,3,2092
134,Pycnonotidae,Andropadus nigriceps,43,2,2,2092
134,Cuculidae,Cuculus solitarius,12,4,1,2092
134,Nectariniidae,Cyanomitra alinae,34,1,1,2092
134,Meropidae,Merops oreobates,23,1,3,2092
134,Cisticolidae,Oreolais ruwenzori,51,2,1,2092
134,Oriolidae,Oriolus percivali,37,3,1,2092
134,Ploceidae,Ploceus alienus,39,3,1,2092
134,Hirundinidae,Psalidoprocne pristoptera,17,1,7,2092
135,Acrocephalidae,Iduna similis,49,2,1,2095
135,Columbidae,Columba arquatrix,7,2,1,2095
135,Muscicapidae,Cossypha archeri,60,3,1,2095
135,Cuculidae,Cuculus solitarius,12,4,1,2095
135,Nectariniidae,Hedydipna collaris,35,1,1,2095
135,Malaconotidae,Laniarius luehderi,20,2,2,2095
135,Cisticolidae,Oreolais ruwenzori,51,1,1,2095
135,Lybiidae,Pogoniulus bilineatus,3,2,2,2095
135,Cisticolidae,Prinia bairdii,54,2,2,2095
135,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2095
135,Monarchidae,Terpsiphone viridis,28,1,1,2095
135,Monarchidae,Terpsiphone viridis,28,2,1,2095
135,Lybiidae ,Trachylaemus purpuratus,5,2,1,2095
135,Turdidae,Turdus olivaceus,62,2,1,2095
135,Zosteropidae,Zosterops senegalensis,63,1,2,2095
136,Pycnonotidae,Eurillas latirostris,42,1,2,2100
136,Muscicapidae,Cossypha archeri,60,2,2,2100
136,Malaconotidae,Laniarius luehderi,20,2,1,2100
136,Malaconotidae,Laniarius luehderi,20,3,1,2100
136,Lybiidae,Pogoniulus bilineatus,3,2,1,2100
136,Lybiidae,Pogoniulus bilineatus,3,3,1,2100
136,Cisticolidae,Prinia bairdii,54,1,1,2100
136,Pycnonotidae,Pycnonotus barbatus,44,2,1,2100
136,Musophagidae,Tauraco schuettii,30,3,2,2100
137,Pycnonotidae,Eurillas latirostris,42,2,1,2100
137,Muscicapidae,Cossypha archeri,60,2,1,2100
137,Malaconotidae,Dryoscopus gambensis,18,3,1,2100
137,Malaconotidae,Laniarius luehderi,20,3,2,2100
137,Cisticolidae,Oreolais ruwenzori,51,2,1,2100
137,Lybiidae,Pogoniulus bilineatus,3,3,2,2100
137,Cisticolidae,Prinia bairdii,54,4,2,2100
137,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2100
137,Pycnonotidae,Pycnonotus barbatus,44,2,1,2100
137,Musophagidae,Tauraco schuettii,30,4,1,2100
138,Pycnonotidae,Eurillas latirostris,42,2,1,2021
138,Accipitridae,Buteo oreophilus,1,3,2,2021
138,Muscicapidae,Cossypha archeri,60,3,1,2021
138,Pellorneidae,Illadopsis pyrrhoptera,56,4,2,2021
138,Modulatricidae,Kakamega poliothorax,57,2,1,2021
138,Modulatricidae,Kakamega poliothorax,57,4,1,2021
138,Cisticolidae,Oreolais ruwenzori,51,2,1,2021
138,Lybiidae,Pogoniulus bilineatus,3,4,5,2021
138,Cisticolidae,Prinia bairdii,54,3,1,2021
138,Pycnonotidae,Pycnonotus barbatus,44,3,2,2021
139,Pycnonotidae,Eurillas latirostris,42,1,1,2016
139,Acrocephalidae,Iduna similis,49,3,1,2016
139,Muscicapidae,Cossypha archeri,60,1,1,2016
139,Cuculidae,Cuculus solitarius,12,2,1,2016
139,Nectariniidae,Hedydipna collaris,35,2,1,2016
139,Malaconotidae,Laniarius luehderi,20,1,2,2016
139,Muscicapidae,Bradornis comitatus,27,1,1,2016
139,Lybiidae,Pogoniulus bilineatus,3,1,2,2016
139,Lybiidae,Pogoniulus bilineatus,3,4,1,2016
139,Cisticolidae,Prinia bairdii,54,3,2,2016
139,Lybiidae ,Trachylaemus purpuratus,5,4,1,2016
140,Pycnonotidae,Eurillas latirostris,42,2,2,1993
140,Cuculidae,Centropus monachus,10,5,1,1993
140,Muscicapidae,Cossypha archeri,60,3,1,1993
140,Modulatricidae,Kakamega poliothorax,57,3,1,1993
140,Cisticolidae,Oreolais ruwenzori,51,3,1,1993
140,Oriolidae,Oriolus percivali,37,4,1,1993
140,Lybiidae,Pogoniulus coryphaeus,4,4,1,1993
140,Sylviidae,Pseudoalcippe abyssinica,58,2,1,1993
140,Zosteropidae,Zosterops senegalensis,63,1,4,1993
141,Acrocephalidae,Iduna similis,49,2,2,1998
141,Cuculidae,Chrysococcyx klaas,11,3,1,1998
141,Cisticolidae,Cisticola chubbi,50,3,2,1998
141,Muscicapidae,Cossypha archeri,60,2,1,1998
141,Nectariniidae,Hedydipna collaris,35,1,1,1998
141,Malaconotidae,Laniarius luehderi,20,3,2,1998
141,Malaconotidae,Laniarius poensis,21,1,1,1998
141,Cisticolidae,Oreolais ruwenzori,51,2,1,1998
141,Oriolidae,Oriolus percivali,37,1,1,1998
141,Zosteropidae,Zosterops senegalensis,63,1,2,1998
142,Pycnonotidae,Eurillas latirostris,42,3,1,2173
142,Columbidae,Columba arquatrix,7,5,1,2173
142,Muscicapidae,Cossypha archeri,60,1,1,2173
142,Cuculidae,Cuculus solitarius,12,5,1,2173
142,Pellorneidae,Illadopsis pyrrhoptera,56,2,2,2173
142,Malaconotidae,Laniarius luehderi,20,4,1,2173
142,Cisticolidae,Oreolais ruwenzori,51,2,1,2173
142,Phylloscopidae,Phylloscopus laetus,52,2,2,2173
142,Lybiidae,Pogoniulus bilineatus,3,4,1,2173
142,Cisticolidae,Prinia bairdii,54,4,2,2173
142,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2173
142,Lybiidae ,Trachylaemus purpuratus,5,6,1,2173
143,Pycnonotidae,Eurillas latirostris,42,2,1,2199
143,Pycnonotidae,Eurillas latirostris,42,4,1,2199
143,Cisticolidae,Apalis personata,45,2,2,2199
143,Columbidae,Columba arquatrix,7,3,10,2199
143,Muscicapidae,Cossypha archeri,60,3,1,2199
143,Pellorneidae,Illadopsis pyrrhoptera,56,2,2,2199
143,Malaconotidae,Laniarius luehderi,20,1,2,2199
143,Cisticolidae,Oreolais ruwenzori,51,2,2,2199
143,Oriolidae,Oriolus percivali,37,3,1,2199
143,Lybiidae,Pogoniulus bilineatus,3,4,2,2199
143,Muscicapidae,Pogonocichla stellata,61,1,1,2199
143,Cisticolidae,Prinia bairdii,54,1,2,2199
143,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2199
143,Monarchidae,Terpsiphone viridis,28,2,1,2199
143,Lybiidae ,Trachylaemus purpuratus,5,4,1,2199
143,Zosteropidae,Zosterops senegalensis,63,2,2,2199
144,Pycnonotidae,Eurillas latirostris,42,1,1,2237
144,Cisticolidae,Cisticola chubbi,50,3,2,2237
144,Columbidae,Columba arquatrix,7,2,1,2237
144,Pellorneidae,Illadopsis pyrrhoptera,56,3,2,2237
144,Malaconotidae,Laniarius poensis,21,3,1,2237
144,Cisticolidae,Oreolais ruwenzori,51,3,1,2237
144,Lybiidae,Pogoniulus bilineatus,3,4,2,2237
144,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2237
144,Pycnonotidae,Pycnonotus barbatus,44,3,1,2237
144,Turdidae,Turdus olivaceus,62,1,2,2237
145,Pycnonotidae,Eurillas latirostris,42,2,1,2412
145,Cisticolidae,Apalis porphyrolaema,46,3,1,2412
145,Pycnonotidae,Andropadus nigriceps,43,3,2,2412
145,Locustellidae,Bradypterus cinnamomeus,47,2,2,2412
145,Acrocephalidae,Iduna similis,49,3,1,2412
145,Cisticolidae,Cisticola chubbi,50,3,2,2412
145,Columbidae,Columba arquatrix,7,5,1,2412
145,Muscicapidae,Cossypha archeri,60,2,2,2412
145,Malaconotidae,Dryoscopus gambensis,18,2,1,2412
145,Malaconotidae,Laniarius poensis,21,2,1,2412
145,Lybiidae,Pogoniulus bilineatus,3,3,2,2412
145,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2412
145,Pycnonotidae,Pycnonotus barbatus,44,3,1,2412
145,Zosteropidae,Zosterops senegalensis,63,1,2,2412
146,Locustellidae,Bradypterus cinnamomeus,47,3,1,2460
146,Accipitridae,Buteo oreophilus,1,1,1,2460
146,Acrocephalidae,Iduna similis,49,2,1,2460
146,Cisticolidae,Cisticola chubbi,50,3,2,2460
146,Malaconotidae,Laniarius poensis,21,4,1,2460
146,Lybiidae,Pogoniulus bilineatus,3,4,2,2460
146,Lybiidae,Pogoniulus coryphaeus,4,2,1,2460
146,Pycnonotidae,Pycnonotus barbatus,44,3,1,2460
146,Monarchidae,Terpsiphone viridis,28,1,1,2460
146,Zosteropidae,Zosterops senegalensis,63,2,2,2460
147,Pycnonotidae,Eurillas latirostris,42,2,1,2524
147,Locustellidae,Bradypterus cinnamomeus,47,3,1,2524
147,Columbidae,Columba arquatrix,7,1,2,2524
147,Muscicapidae,Cossypha archeri,60,3,1,2524
147,Malaconotidae,Dryoscopus gambensis,18,1,1,2524
147,Pellorneidae,Illadopsis pyrrhoptera,56,1,2,2524
147,Malaconotidae,Laniarius poensis,21,4,1,2524
147,Lybiidae,Pogoniulus bilineatus,3,4,1,2524
147,Zosteropidae,Zosterops senegalensis,63,1,4,2524
148,Pycnonotidae,Eurillas latirostris,42,3,1,2572
148,Locustellidae,Bradypterus cinnamomeus,47,3,2,2572
148,Muscicapidae,Cossypha archeri,60,3,1,2572
148,Malaconotidae,Dryoscopus gambensis,18,4,1,2572
148,Lybiidae,Pogoniulus bilineatus,3,4,1,2572
148,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2572
148,Turdidae,Turdus olivaceus,62,3,1,2572
149,Cisticolidae,Apalis personata,45,2,2,2637
149,Locustellidae,Bradypterus cinnamomeus,47,3,2,2637
149,Nectariniidae,Cinnyris regius,31,2,2,2637
149,Nectariniidae,Cinnyris stuhlmanni,32,1,2,2637
149,Cisticolidae,Cisticola chubbi,50,2,2,2637
149,Columbidae,Columba arquatrix,7,5,1,2637
149,Malaconotidae,Dryoscopus gambensis,18,2,1,2637
149,Malaconotidae,Laniarius poensis,21,4,1,2637
149,Cisticolidae,Oreolais ruwenzori,51,2,1,2637
149,Lybiidae,Pogoniulus bilineatus,3,4,2,2637
149,Hirundinidae,Psalidoprocne pristoptera,17,1,1,2637
149,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2637
149,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2637
150,Pycnonotidae,Andropadus nigriceps,43,2,1,2708
150,Locustellidae,Bradypterus cinnamomeus,47,3,2,2708
150,Locustellidae,Bradypterus cinnamomeus,47,4,2,2708
150,Acrocephalidae,Iduna similis,49,2,1,2708
150,Acrocephalidae,Iduna similis,49,4,1,2708
150,Cisticolidae,Cisticola chubbi,50,4,2,2708
150,Columbidae,Columba arquatrix,7,5,1,2708
150,Muscicapidae,Cossypha archeri,60,3,1,2708
150,Malaconotidae,Laniarius poensis,21,3,2,2708
150,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2708
151,Pycnonotidae,Eurillas latirostris,42,1,1,2294
151,Pycnonotidae,Andropadus nigriceps,43,2,2,2294
151,Locustellidae,Bradypterus cinnamomeus,47,3,1,2294
151,Cisticolidae,Cisticola chubbi,50,4,2,2294
151,Columbidae,Columba arquatrix,7,4,1,2294
151,Muscicapidae,Cossypha archeri,60,3,1,2294
151,Pellorneidae,Illadopsis pyrrhoptera,56,1,2,2294
151,Modulatricidae,Kakamega poliothorax,57,3,1,2294
151,Malaconotidae,Laniarius poensis,21,3,1,2294
151,Cisticolidae,Oreolais ruwenzori,51,2,1,2294
151,Oriolidae,Oriolus percivali,37,5,1,2294
151,Lybiidae,Pogoniulus bilineatus,3,3,2,2294
151,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2294
151,Pycnonotidae,Pycnonotus barbatus,44,2,1,2294
152,Cisticolidae,Apalis personata,45,2,3,2780
152,Cisticolidae,Apalis porphyrolaema,46,3,2,2780
152,Locustellidae,Bradypterus cinnamomeus,47,2,1,2780
152,Acrocephalidae,Iduna similis,49,2,1,2780
152,Cisticolidae,Cisticola chubbi,50,3,2,2780
152,Malaconotidae,Laniarius poensis,21,4,1,2780
152,Lybiidae,Pogoniulus bilineatus,3,4,1,2780
152,Fringillidae,Crithagra gularis,16,2,1,2780
152,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2780
152,Turdidae,Turdus olivaceus,62,4,1,2780
152,Zosteropidae,Zosterops senegalensis,63,1,3,2780
153,Cisticolidae,Apalis porphyrolaema,46,3,2,2849
153,Acrocephalidae,Iduna similis,49,2,1,2849
153,Acrocephalidae,Iduna similis,49,4,1,2849
153,Cisticolidae,Cisticola chubbi,50,4,2,2849
153,Muscicapidae,Cossypha archeri,60,2,1,2849
153,Malaconotidae,Laniarius poensis,21,4,1,2849
153,Phylloscopidae,Phylloscopus laetus,52,2,2,2849
153,Fringillidae,Crithagra gularis,16,3,1,2849
153,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2849
154,Cisticolidae,Apalis porphyrolaema,46,3,2,2935
154,Locustellidae,Bradypterus cinnamomeus,47,3,2,2935
154,Accipitridae,Buteo oreophilus,1,4,1,2935
154,Acrocephalidae,Iduna similis,49,4,1,2935
154,Cisticolidae,Cisticola chubbi,50,4,2,2935
154,Muscicapidae,Cossypha archeri,60,2,1,2935
154,Cisticolidae,Oreolais ruwenzori,51,3,1,2935
154,Lybiidae,Pogoniulus bilineatus,3,5,1,2935
154,Fringillidae,Crithagra gularis,16,2,1,2935
154,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2935
155,Locustellidae,Bradypterus cinnamomeus,47,3,2,3040
155,Muscicapidae,Cossypha archeri,60,3,1,3040
155,Malaconotidae,Laniarius poensis,21,5,1,3040
155,Musophagidae,Ruwenzorornis johnstoni,29,4,1,3040
156,Pycnonotidae,Andropadus nigriceps,43,2,2,2332
156,Platysteiridae,Batis diops,24,2,1,2332
156,Locustellidae,Bradypterus cinnamomeus,47,2,1,2332
156,Acrocephalidae,Iduna similis,49,2,1,2332
156,Cisticolidae,Cisticola chubbi,50,2,2,2332
156,Cisticolidae,Cisticola chubbi,50,4,2,2332
156,Columbidae,Columba arquatrix,7,1,3,2332
156,Muscicapidae,Cossypha archeri,60,3,1,2332
156,Cuculidae,Cuculus solitarius,12,4,1,2332
156,Malaconotidae,Laniarius poensis,21,4,1,2332
156,Cisticolidae,Oreolais ruwenzori,51,3,1,2332
156,Paridae,Melaniparus fasciiventer,38,1,2,2332
156,Phylloscopidae,Phylloscopus laetus,52,2,2,2332
156,Lybiidae,Pogoniulus bilineatus,3,3,2,2332
156,Cisticolidae,Prinia bairdii,54,2,1,2332
157,Locustellidae,Bradypterus cinnamomeus,47,2,2,2377
157,Cisticolidae,Cisticola chubbi,50,4,2,2377
157,Malaconotidae,Laniarius poensis,21,3,1,2377
157,Cisticolidae,Oreolais ruwenzori,51,2,2,2377
157,Lybiidae,Pogoniulus bilineatus,3,3,2,2377
157,Sylviidae,Pseudoalcippe abyssinica,58,1,2,2377
157,Musophagidae,Ruwenzorornis johnstoni,29,6,1,2377
157,Turdidae,Turdus olivaceus,62,4,1,2377
157,Zosteropidae,Zosterops senegalensis,63,3,2,2377
158,Pycnonotidae,Eurillas latirostris,42,3,1,2232
158,Locustellidae,Bradypterus cinnamomeus,47,3,1,2232
158,Locustellidae,Bradypterus cinnamomeus,47,4,1,2232
158,Accipitridae,Buteo oreophilus,1,5,1,2232
158,Acrocephalidae,Iduna similis,49,3,1,2232
158,Cuculidae,Chrysococcyx klaas,11,3,1,2232
158,Cisticolidae,Cisticola chubbi,50,2,2,2232
158,Columbidae,Columba arquatrix,7,3,2,2232
158,Muscicapidae,Cossypha archeri,60,4,1,2232
158,Estrildidae,Estrilda kandti,14,2,4,2232
158,Oriolidae,Oriolus percivali,37,4,1,2232
158,Fringillidae,Crithagra gularis,16,2,2,2232
158,Monarchidae,Terpsiphone viridis,28,3,1,2232
158,Turdidae,Turdus olivaceus,62,4,1,2232
159,Pycnonotidae,Andropadus nigriceps,43,2,2,2439
159,Locustellidae,Bradypterus cinnamomeus,47,2,2,2439
159,Acrocephalidae,Iduna similis,49,3,1,2439
159,Cisticolidae,Cisticola chubbi,50,3,2,2439
159,Columbidae,Columba arquatrix,7,5,1,2439
159,Malaconotidae,Dryoscopus gambensis,18,3,1,2439
159,Malaconotidae,Laniarius poensis,21,2,2,2439
159,Cisticolidae,Oreolais ruwenzori,51,3,1,2439
159,Ploceidae,Ploceus alienus,39,3,1,2439
159,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2439
159,Columbidae,Streptopelia semitorquata,9,4,1,2439
159,Turdidae,Turdus olivaceus,62,3,1,2439
160,Pycnonotidae,Eurillas latirostris,42,2,1,2469
160,Cisticolidae,Apalis personata,45,2,2,2469
160,Pycnonotidae,Andropadus nigriceps,43,2,2,2469
160,Locustellidae,Bradypterus cinnamomeus,47,1,2,2469
160,Locustellidae,Bradypterus cinnamomeus,47,2,2,2469
160,Acrocephalidae,Iduna similis,49,3,1,2469
160,Columbidae,Columba arquatrix,7,3,1,2469
160,Muscicapidae,Cossypha archeri,60,4,1,2469
160,Malaconotidae,Dryoscopus gambensis,18,1,1,2469
160,Malaconotidae,Dryoscopus gambensis,18,4,1,2469
160,Malaconotidae,Laniarius poensis,21,3,1,2469
160,Lybiidae,Pogoniulus bilineatus,3,4,1,2469
160,Lybiidae,Pogoniulus coryphaeus,4,4,1,2469
160,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2469
160,Zosteropidae,Zosterops senegalensis,63,2,2,2469
161,Pycnonotidae,Eurillas latirostris,42,3,3,2507
161,Pycnonotidae,Andropadus nigriceps,43,2,2,2507
161,Locustellidae,Bradypterus cinnamomeus,47,3,1,2507
161,Cisticolidae,Cisticola chubbi,50,3,2,2507
161,Columbidae,Columba arquatrix,7,4,1,2507
161,Muscicapidae,Cossypha archeri,60,2,1,2507
161,Malaconotidae,Dryoscopus gambensis,18,4,1,2507
161,Malaconotidae,Laniarius poensis,21,2,1,2507
161,Cisticolidae,Oreolais ruwenzori,51,4,1,2507
161,Lybiidae,Pogoniulus bilineatus,3,3,2,2507
161,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2507
161,Zosteropidae,Zosterops senegalensis,63,2,3,2507
162,Pycnonotidae,Eurillas latirostris,42,2,1,2550
162,Cisticolidae,Apalis personata,45,2,2,2550
162,Locustellidae,Bradypterus cinnamomeus,47,2,2,2550
162,Acrocephalidae,Iduna similis,49,2,1,2550
162,Malaconotidae,Laniarius poensis,21,2,1,2550
162,Cisticolidae,Oreolais ruwenzori,51,1,1,2550
162,Phylloscopidae,Phylloscopus laetus,52,1,3,2550
162,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2550
163,Pycnonotidae,Eurillas latirostris,42,3,1,2603
163,Pycnonotidae,Andropadus nigriceps,43,3,1,2603
163,Locustellidae,Bradypterus cinnamomeus,47,1,1,2603
163,Locustellidae,Bradypterus cinnamomeus,47,3,1,2603
163,Cisticolidae,Cisticola chubbi,50,3,2,2603
163,Muscicapidae,Cossypha archeri,60,3,1,2603
163,Malaconotidae,Dryoscopus gambensis,18,4,1,2603
163,Lybiidae,Pogoniulus bilineatus,3,3,2,2603
163,Lybiidae,Pogoniulus coryphaeus,4,4,1,2603
163,Musophagidae,Ruwenzorornis johnstoni,29,5,1,2603
163,Monarchidae,Terpsiphone viridis,28,1,2,2603
164,Cisticolidae,Apalis personata,45,3,2,2638
164,Platysteiridae,Batis diops,24,3,1,2638
164,Locustellidae,Bradypterus cinnamomeus,47,3,1,2638
164,Accipitridae,Buteo oreophilus,1,5,1,2638
164,Cisticolidae,Cisticola chubbi,50,3,2,2638
164,Cisticolidae,Cisticola chubbi,50,4,2,2638
164,Muscicapidae,Cossypha archeri,60,3,1,2638
164,Malaconotidae,Dryoscopus gambensis,18,4,1,2638
164,Lybiidae,Pogoniulus bilineatus,3,4,1,2638
164,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2638
164,Monarchidae,Terpsiphone viridis,28,4,1,2638
164,Zosteropidae,Zosterops senegalensis,63,3,2,2638
165,Pycnonotidae,Eurillas latirostris,42,3,1,2306
165,Locustellidae,Bradypterus cinnamomeus,47,3,1,2306
165,Cisticolidae,Cisticola chubbi,50,2,2,2306
165,Cisticolidae,Cisticola chubbi,50,3,2,2306
165,Columbidae,Columba arquatrix,7,1,2,2306
165,Pellorneidae,Illadopsis pyrrhoptera,56,3,3,2306
165,Malaconotidae,Telophorus dohertyi,22,3,1,2306
165,Cisticolidae,Oreolais ruwenzori,51,3,2,2306
165,Oriolidae,Oriolus percivali,37,3,1,2306
165,Lybiidae,Pogoniulus bilineatus,3,4,1,2306
165,Lybiidae,Pogoniulus coryphaeus,4,2,1,2306
165,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2306
165,Pycnonotidae,Pycnonotus barbatus,44,2,1,2306
165,Zosteropidae,Zosterops senegalensis,63,1,2,2306
166,Cisticolidae,Apalis personata,45,3,2,2720
166,Pycnonotidae,Andropadus nigriceps,43,4,2,2720
166,Locustellidae,Bradypterus cinnamomeus,47,3,2,2720
166,Acrocephalidae,Iduna similis,49,2,1,2720
166,Nectariniidae,Cinnyris regius,31,3,2,2720
166,Cisticolidae,Cisticola chubbi,50,4,2,2720
166,Muscicapidae,Cossypha archeri,60,4,1,2720
166,Malaconotidae,Dryoscopus gambensis,18,4,1,2720
166,Cisticolidae,Oreolais ruwenzori,51,4,1,2720
166,Oriolidae,Oriolus percivali,37,5,1,2720
166,Lybiidae,Pogoniulus bilineatus,3,4,1,2720
167,Cisticolidae,Apalis personata,45,2,2,2758
167,Cisticolidae,Apalis porphyrolaema,46,3,1,2758
167,Platysteiridae,Batis diops,24,1,2,2758
167,Locustellidae,Bradypterus cinnamomeus,47,3,2,2758
167,Acrocephalidae,Iduna similis,49,2,1,2758
167,Nectariniidae,Cinnyris regius,31,1,2,2758
167,Columbidae,Columba arquatrix,7,4,1,2758
167,Cisticolidae,Oreolais ruwenzori,51,1,2,2758
167,Cisticolidae,Oreolais ruwenzori,51,3,1,2758
167,Ploceidae,Ploceus alienus,39,1,2,2758
167,Lybiidae,Pogoniulus bilineatus,3,4,1,2758
167,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2758
167,Zosteropidae,Zosterops senegalensis,63,1,4,2758
168,Cisticolidae,Apalis personata,45,1,2,2860
168,Cisticolidae,Apalis porphyrolaema,46,1,2,2860
168,Pycnonotidae,Andropadus nigriceps,43,2,2,2860
168,Locustellidae,Bradypterus cinnamomeus,47,2,2,2860
168,Acrocephalidae,Iduna similis,49,2,1,2860
168,Acrocephalidae,Iduna similis,49,3,2,2860
168,Cisticolidae,Cisticola chubbi,50,2,2,2860
168,Columbidae,Columba arquatrix,7,2,1,2860
168,Muscicapidae,Cossypha archeri,60,3,1,2860
168,Malaconotidae,Laniarius poensis,21,3,1,2860
168,Cisticolidae,Oreolais ruwenzori,51,1,2,2860
168,Ploceidae,Ploceus alienus,39,2,1,2860
168,Musophagidae,Ruwenzorornis johnstoni,29,4,1,2860
168,Zosteropidae,Zosterops senegalensis,63,2,2,2860
169,Pycnonotidae,Eurillas latirostris,42,1,2,2339
169,Cisticolidae,Apalis porphyrolaema,46,3,1,2339
169,Locustellidae,Bradypterus cinnamomeus,47,2,1,2339
169,Cisticolidae,Cisticola chubbi,50,2,2,2339
169,Muscicapidae,Cossypha archeri,60,2,1,2339
169,Modulatricidae,Kakamega poliothorax,57,2,1,2339
169,Malaconotidae,Laniarius poensis,21,3,1,2339
169,Lybiidae,Pogoniulus bilineatus,3,2,2,2339
169,Lybiidae,Pogoniulus coryphaeus,4,2,1,2339
170,Pycnonotidae,Eurillas latirostris,42,3,1,2414
170,Cisticolidae,Apalis personata,45,2,3,2414
170,Pycnonotidae,Andropadus nigriceps,43,1,2,2414
170,Locustellidae,Bradypterus cinnamomeus,47,3,4,2414
170,Acrocephalidae,Iduna similis,49,3,1,2414
170,Cisticolidae,Cisticola chubbi,50,3,2,2414
170,Columbidae,Columba arquatrix,7,1,2,2414
170,Malaconotidae,Dryoscopus gambensis,18,3,1,2414
170,Malaconotidae,Laniarius poensis,21,2,2,2414
170,Muscicapidae,Bradornis comitatus,27,2,2,2414
170,Phylloscopidae,Phylloscopus laetus,52,2,2,2414
170,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2414
171,Acrocephalidae,Iduna similis,49,2,1,2152
171,Cisticolidae,Cisticola chubbi,50,3,2,2152
171,Nectariniidae,Cyanomitra alinae,34,2,2,2152
171,Pellorneidae,Illadopsis pyrrhoptera,56,2,2,2152
171,Modulatricidae,Kakamega poliothorax,57,1,1,2152
171,Malaconotidae,Laniarius aethiopicus,19,4,2,2152
171,Muscicapidae,Melaenornis fisheri,26,1,2,2152
171,Oriolidae,Oriolus percivali,37,4,1,2152
171,Columbidae,Streptopelia semitorquata,9,4,1,2152
172,Pycnonotidae,Eurillas latirostris,42,1,2,2228
172,Pycnonotidae,Eurillas latirostris,42,2,2,2228
172,Pycnonotidae,Andropadus nigriceps,43,2,1,2228
172,Locustellidae,Bradypterus cinnamomeus,47,2,1,2228
