pt,family,spp,spp_id,dist,counts,elev
219,Zosteropidae,Zosterops senegalensis,63,1,2,2178
220,Pycnonotidae,Eurillas latirostris,42,2,2,2200
220,Cisticolidae,Apalis porphyrolaema,46,2,1,2200
220,Platysteiridae,Batis diops,24,2,2,2200
220,Nectariniidae,Cinnyris regius,31,2,1,2200
220,Muscicapidae,Cossypha archeri,60,3,1,2200
220,Malaconotidae,Dryoscopus gambensis,18,2,1,2200
220,Modulatricidae,Kakamega poliothorax,57,4,1,2200
220,Malaconotidae,Laniarius poensis,21,3,2,2200
220,Oriolidae,Oriolus percivali,37,4,1,2200
220,Zosteropidae,Zosterops senegalensis,63,2,2,2200
221,Pycnonotidae,Eurillas latirostris,42,2,1,2175
221,Cisticolidae,Apalis personata,45,2,2,2175
221,Cisticolidae,Apalis porphyrolaema,46,3,1,2175
221,Pycnonotidae,Andropadus nigriceps,43,1,1,2175
221,Acrocephalidae,Iduna similis,49,1,2,2175
221,Nectariniidae,Cinnyris regius,31,1,2,2175
221,Cisticolidae,Cisticola chubbi,50,2,2,2175
221,Nectariniidae,Hedydipna collaris,35,2,1,2175
221,Modulatricidae,Kakamega poliothorax,57,2,1,2175
221,Cisticolidae,Oreolais ruwenzori,51,1,2,2175
221,Musophagidae,Tauraco schuettii,30,3,1,2175
221,Turdidae,Turdus olivaceus,62,1,2,2175
222,Pycnonotidae,Eurillas latirostris,42,3,1,2229
222,Locustellidae,Bradypterus cinnamomeus,47,2,1,2229
222,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2229
222,Cisticolidae,Cisticola chubbi,50,2,2,2229
222,Cisticolidae,Oreolais ruwenzori,51,3,1,2229
222,Oriolidae,Oriolus percivali,37,5,1,2229
222,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2229
222,Pycnonotidae,Pycnonotus barbatus,44,1,1,2229
222,Lybiidae ,Trachylaemus purpuratus,5,5,1,2229
222,Zosteropidae,Zosterops senegalensis,63,1,2,2229
223,Pycnonotidae,Eurillas latirostris,42,3,2,2238
223,Cisticolidae,Apalis porphyrolaema,46,3,1,2238
223,Cisticolidae,Cisticola chubbi,50,4,2,2238
223,Columbidae,Columba arquatrix,7,5,1,2238
223,Columbidae,Columba arquatrix,7,2,1,2238
223,Pellorneidae,Illadopsis pyrrhoptera,56,1,3,2238
223,Modulatricidae,Kakamega poliothorax,57,2,1,2238
223,Malaconotidae,Laniarius poensis,21,3,1,2238
223,Oriolidae,Oriolus percivali,37,4,2,2238
223,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2238
223,Lybiidae ,Trachylaemus purpuratus,5,4,1,2238
224,Pycnonotidae,Eurillas latirostris,42,1,2,2235
224,Cisticolidae,Apalis porphyrolaema,46,2,2,2235
224,Locustellidae,Bradypterus cinnamomeus,47,3,1,2235
224,Nectariniidae,Cinnyris regius,31,1,2,2235
224,Modulatricidae,Kakamega poliothorax,57,2,2,2235
224,Malaconotidae,Laniarius poensis,21,2,2,2235
224,Cisticolidae,Oreolais ruwenzori,51,2,2,2235
224,Oriolidae,Oriolus percivali,37,2,2,2235
224,Phylloscopidae,Phylloscopus laetus,52,2,2,2235
224,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2235
224,Musophagidae,Tauraco schuettii,30,5,1,2235
224,Zosteropidae,Zosterops senegalensis,63,1,2,2235
225,Pycnonotidae,Eurillas latirostris,42,2,1,2271
225,Pycnonotidae,Andropadus nigriceps,43,1,2,2271
225,Platysteiridae,Batis diops,24,2,1,2271
225,Cisticolidae,Cisticola chubbi,50,2,2,2271
225,Muscicapidae,Cossypha archeri,60,2,1,2271
225,Malaconotidae,Laniarius poensis,21,3,1,2271
225,Phylloscopidae,Phylloscopus laetus,52,2,1,2271
225,Ploceidae,Ploceus alienus,39,1,2,2271
225,Lybiidae,Pogoniulus coryphaeus,4,2,1,2271
225,Fringillidae,Crithagra gularis,16,1,2,2271
225,Macrosphenidae,Sylvietta leocophrys,55,2,1,2271
225,Musophagidae,Tauraco schuettii,30,3,1,2271
225,Zosteropidae,Zosterops senegalensis,63,1,1,2271
226,Locustellidae,Bradypterus cinnamomeus,47,2,1,2297
226,Nectariniidae,Cinnyris regius,31,2,2,2297
226,Cisticolidae,Cisticola chubbi,50,4,2,2297
226,Malaconotidae,Laniarius poensis,21,2,1,2297
226,Muscicapidae,Melaenornis fisheri,26,2,1,2297
226,Ploceidae,Ploceus alienus,39,1,1,2297
226,Ploceidae,Ploceus alienus,39,4,1,2297
226,Columbidae,Streptopelia semitorquata,9,3,2,2297
227,Locustellidae,Bradypterus cinnamomeus,47,3,1,2315
227,Cuculidae,Centropus monachus,10,6,1,2315
227,Acrocephalidae,Iduna similis,49,2,1,2315
227,Cisticolidae,Cisticola chubbi,50,2,2,2315
227,Malaconotidae,Laniarius poensis,21,3,1,2315
227,Columbidae,Streptopelia semitorquata,9,4,1,2315
227,Zosteropidae,Zosterops senegalensis,63,2,2,2315
228,Pycnonotidae,Eurillas latirostris,42,2,2,2182
228,Cisticolidae,Cisticola chubbi,50,3,2,2182
228,Pellorneidae,Illadopsis pyrrhoptera,56,2,2,2182
228,Modulatricidae,Kakamega poliothorax,57,1,2,2182
228,Cisticolidae,Oreolais ruwenzori,51,2,2,2182
228,Oriolidae,Oriolus percivali,37,5,1,2182
228,Phylloscopidae,Phylloscopus laetus,52,1,3,2182
228,Ploceidae,Ploceus alienus,39,2,2,2182
228,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2182
229,Platysteiridae,Batis molitor,25,1,2,2324
229,Locustellidae,Bradypterus cinnamomeus,47,3,1,2324
229,Cuculidae,Centropus monachus,10,5,2,2324
229,Nectariniidae,Cinnyris regius,31,2,2,2324
229,Cisticolidae,Cisticola chubbi,50,2,2,2324
229,Malaconotidae,Laniarius poensis,21,3,1,2324
229,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2324
229,Columbidae,Streptopelia semitorquata,9,3,1,2324
230,Locustellidae,Bradypterus cinnamomeus,47,1,2,2343
230,Locustellidae,Bradypterus cinnamomeus,47,3,2,2343
230,Nectariniidae,Cinnyris regius,31,1,1,2343
230,Cisticolidae,Cisticola chubbi,50,4,2,2343
230,Malaconotidae,Laniarius poensis,21,4,1,2343
230,Ploceidae,Ploceus alienus,39,2,2,2343
231,Pycnonotidae,Eurillas latirostris,42,3,1,2344
231,Locustellidae,Bradypterus cinnamomeus,47,3,2,2344
231,Accipitridae,Buteo oreophilus,1,2,1,2344
231,Acrocephalidae,Iduna similis,49,4,1,2344
231,Nectariniidae,Cinnyris stuhlmanni,32,2,2,2344
231,Cisticolidae,Cisticola chubbi,50,3,2,2344
231,Nectariniidae,Cyanomitra alinae,34,2,1,2344
231,Malaconotidae,Laniarius poensis,21,4,2,2344
231,Cisticolidae,Oreolais ruwenzori,51,3,1,2344
231,Fringillidae,Crithagra gularis,16,2,2,2344
232,Locustellidae,Bradypterus cinnamomeus,47,3,2,2356
232,Acrocephalidae,Iduna similis,49,2,1,2356
232,Cisticolidae,Cisticola chubbi,50,2,2,2356
232,Muscicapidae,Cossypha archeri,60,2,1,2356
232,Malaconotidae,Laniarius poensis,21,3,1,2356
232,Cisticolidae,Oreolais ruwenzori,51,1,2,2356
232,Ploceidae,Ploceus alienus,39,2,2,2356
232,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2356
232,Fringillidae,Crithagra gularis,16,1,2,2356
232,Zosteropidae,Zosterops senegalensis,63,1,2,2356
233,Pycnonotidae,Eurillas latirostris,42,3,1,2379
233,Platysteiridae,Batis diops,24,3,1,2379
233,Platysteiridae,Batis molitor,25,4,1,2379
233,Locustellidae,Bradypterus cinnamomeus,47,2,1,2379
233,Acrocephalidae,Iduna similis,49,3,1,2379
233,Nectariniidae,Cinnyris regius,31,2,2,2379
233,Cisticolidae,Cisticola chubbi,50,4,2,2379
234,Locustellidae,Bradypterus cinnamomeus,47,1,1,2395
234,Cisticolidae,Cisticola chubbi,50,3,2,2395
234,Malaconotidae,Dryoscopus gambensis,18,1,1,2395
234,Malaconotidae,Laniarius poensis,21,4,1,2395
234,Cisticolidae,Prinia bairdii,54,2,2,2395
234,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2395
234,Zosteropidae,Zosterops senegalensis,63,2,1,2395
235,Pycnonotidae,Eurillas latirostris,42,2,2,2396
235,Locustellidae,Bradypterus cinnamomeus,47,2,1,2396
235,Nectariniidae,Cinnyris regius,31,2,2,2396
235,Cisticolidae,Cisticola chubbi,50,3,2,2396
235,Muscicapidae,Cossypha archeri,60,3,1,2396
235,Malaconotidae,Laniarius poensis,21,3,1,2396
235,Cisticolidae,Oreolais ruwenzori,51,3,1,2396
235,Ploceidae,Ploceus alienus,39,4,1,2396
236,Cisticolidae,Apalis porphyrolaema,46,3,1,2181
236,Pycnonotidae,Andropadus nigriceps,43,2,1,2181
236,Cisticolidae,Cisticola chubbi,50,3,2,2181
236,Nectariniidae,Cyanomitra alinae,34,2,1,2181
236,Pellorneidae,Illadopsis pyrrhoptera,56,2,1,2181
236,Modulatricidae,Kakamega poliothorax,57,2,2,2181
236,Malaconotidae,Laniarius poensis,21,1,2,2181
236,Cisticolidae,Oreolais ruwenzori,51,1,1,2181
236,Oriolidae,Oriolus percivali,37,4,1,2181
236,Phylloscopidae,Phylloscopus laetus,52,1,2,2181
236,Ploceidae,Ploceus alienus,39,3,1,2181
236,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2181
237,Pycnonotidae,Eurillas latirostris,42,2,1,2209
237,Pycnonotidae,Andropadus nigriceps,43,2,1,2209
237,Cuculidae,Centropus monachus,10,6,1,2209
237,Nectariniidae,Cinnyris regius,31,2,1,2209
237,Cisticolidae,Cisticola chubbi,50,4,2,2209
237,Muscicapidae,Cossypha archeri,60,3,1,2209
237,Pellorneidae,Illadopsis pyrrhoptera,56,3,1,2209
237,Malaconotidae,Laniarius poensis,21,4,1,2209
237,Cisticolidae,Oreolais ruwenzori,51,2,1,2209
237,Phylloscopidae,Phylloscopus laetus,52,3,2,2209
237,Ploceidae,Ploceus alienus,39,4,1,2209
237,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2209
238,Pycnonotidae,Andropadus nigriceps,43,2,2,2159
238,Locustellidae,Bradypterus cinnamomeus,47,2,1,2159
238,Colidae,Colius striatus,6,1,1,2159
238,Nectariniidae,Hedydipna collaris,35,1,1,2159
238,Pellorneidae,Illadopsis pyrrhoptera,56,2,1,2159
238,Malaconotidae,Laniarius aethiopicus,19,3,2,2159
238,Malaconotidae,Laniarius aethiopicus,19,4,2,2159
238,Cisticolidae,Oreolais ruwenzori,51,3,1,2159
238,Lybiidae,Pogoniulus bilineatus,3,3,1,2159
238,Pycnonotidae,Pycnonotus barbatus,44,1,3,2159
238,Fringillidae,Crithagra gularis,16,1,1,2159
238,Columbidae,Streptopelia semitorquata,9,3,1,2159
238,Monarchidae,Terpsiphone viridis,28,2,2,2159
239,Pycnonotidae,Eurillas latirostris,42,2,2,2221
239,Pycnonotidae,Andropadus nigriceps,43,2,1,2221
239,Acrocephalidae,Iduna similis,49,2,2,2221
239,Phylloscopidae,Phylloscopus laetus,52,1,2,2221
239,Cisticolidae,Prinia bairdii,54,2,2,2221
239,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2221
239,Monarchidae,Terpsiphone viridis,28,1,2,2221
239,Lybiidae ,Trachylaemus purpuratus,5,5,1,2221
240,Cisticolidae,Apalis personata,45,4,2,2237
240,Cisticolidae,Apalis porphyrolaema,46,4,1,2237
240,Nectariniidae,Cinnyris regius,31,1,2,2237
240,Cisticolidae,Cisticola chubbi,50,2,2,2237
240,Malaconotidae,Dryoscopus gambensis,18,2,1,2237
240,Estrildidae,Estrilda astrild,13,1,1,2237
240,Malaconotidae,Laniarius poensis,21,5,1,2237
240,Cisticolidae,Oreolais ruwenzori,51,4,1,2237
240,Lybiidae ,Trachylaemus purpuratus,5,4,1,2237
241,Pycnonotidae,Eurillas latirostris,42,3,2,2250
241,Cisticolidae,Apalis personata,45,2,1,2250
241,Locustellidae,Bradypterus cinnamomeus,47,2,1,2250
241,Malaconotidae,Laniarius poensis,21,5,1,2250
241,Ploceidae,Ploceus alienus,39,3,1,2250
241,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2250
241,Fringillidae,Crithagra frontalis,15,1,2,2250
241,Columbidae,Streptopelia semitorquata,9,5,1,2250
241,Musophagidae,Tauraco schuettii,30,5,2,2250
242,Pycnonotidae,Eurillas latirostris,42,2,1,2272
242,Pycnonotidae,Eurillas latirostris,42,3,1,2272
242,Cisticolidae,Apalis personata,45,2,1,2272
242,Acrocephalidae,Iduna similis,49,2,1,2272
242,Cisticolidae,Cisticola chubbi,50,4,2,2272
242,Muscicapidae,Cossypha archeri,60,2,1,2272
242,Malaconotidae,Laniarius poensis,21,5,1,2272
242,Zosteropidae,Zosterops senegalensis,63,1,1,2272
243,Pycnonotidae,Eurillas latirostris,42,3,2,2289
243,Cisticolidae,Apalis personata,45,3,2,2289
243,Locustellidae,Bradypterus cinnamomeus,47,3,1,2289
243,Nectariniidae,Cinnyris regius,31,2,2,2289
243,Estrildidae,Estrilda astrild,13,1,2,2289
243,Meropidae,Merops oreobates,23,2,2,2289
243,Cisticolidae,Oreolais ruwenzori,51,3,1,2289
243,Pycnonotidae,Pycnonotus barbatus,44,2,2,2289
243,Fringillidae,Crithagra frontalis,15,1,2,2289
243,Columbidae,Streptopelia semitorquata,9,5,1,2289
244,Pycnonotidae,Eurillas latirostris,42,3,2,2302
244,Cisticolidae,Apalis porphyrolaema,46,4,1,2302
244,Locustellidae,Bradypterus cinnamomeus,47,2,2,2302
244,Cuculidae,Centropus monachus,10,5,1,2302
244,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2302
244,Cisticolidae,Cisticola chubbi,50,2,2,2302
244,Malaconotidae,Dryoscopus gambensis,18,3,1,2302
244,Estrildidae,Estrilda astrild,13,1,10,2302
244,Cisticolidae,Oreolais ruwenzori,51,3,1,2302
244,Lybiidae,Pogoniulus coryphaeus,4,1,1,2302
244,Lybiidae,Pogoniulus coryphaeus,4,4,1,2302
244,Pycnonotidae,Pycnonotus barbatus,44,1,2,2302
244,Columbidae,Streptopelia semitorquata,9,5,1,2302
244,Musophagidae,Tauraco schuettii,30,5,1,2302
244,Musophagidae,Tauraco schuettii,30,3,2,2302
244,Musophagidae,Tauraco schuettii,30,4,1,2302
244,Lybiidae ,Trachylaemus purpuratus,5,5,1,2302
245,Pycnonotidae,Eurillas latirostris,42,2,1,2188
245,Acrocephalidae,Iduna similis,49,2,1,2188
245,Malaconotidae,Laniarius poensis,21,3,1,2188
245,Cisticolidae,Prinia bairdii,54,2,1,2188
245,Sylviidae,Pseudoalcippe abyssinica,58,1,5,2188
245,Pycnonotidae,Pycnonotus barbatus,44,1,8,2188
245,Columbidae,Streptopelia semitorquata,9,4,1,2188
245,Macrosphenidae,Sylvietta leocophrys,55,1,1,2188
246,Pycnonotidae,Eurillas latirostris,42,2,2,2318
246,Cisticolidae,Apalis personata,45,4,1,2318
246,Cisticolidae,Apalis porphyrolaema,46,4,1,2318
246,Locustellidae,Bradypterus cinnamomeus,47,4,2,2318
246,Acrocephalidae,Iduna similis,49,3,1,2318
246,Cisticolidae,Cisticola chubbi,50,3,2,2318
246,Muscicapidae,Cossypha archeri,60,4,1,2318
246,Malaconotidae,Dryoscopus gambensis,18,4,1,2318
246,Meropidae,Merops oreobates,23,3,2,2318
246,Oriolidae,Oriolus percivali,37,4,1,2318
246,Ploceidae,Ploceus alienus,39,3,1,2318
246,Fringillidae,Crithagra gularis,16,3,1,2318
246,Columbidae,Streptopelia semitorquata,9,5,1,2318
246,Zosteropidae,Zosterops senegalensis,63,2,2,2318
247,Pycnonotidae,Eurillas latirostris,42,4,2,2331
247,Locustellidae,Bradypterus cinnamomeus,47,2,2,2331
247,Cisticolidae,Cisticola chubbi,50,3,2,2331
247,Malaconotidae,Laniarius poensis,21,4,1,2331
247,Meropidae,Merops oreobates,23,4,1,2331
247,Cisticolidae,Oreolais ruwenzori,51,4,1,2331
247,Columbidae,Streptopelia semitorquata,9,4,1,2331
247,Musophagidae,Tauraco schuettii,30,5,1,2331
248,Pycnonotidae,Eurillas latirostris,42,2,2,2348
248,Locustellidae,Bradypterus cinnamomeus,47,3,1,2348
248,Acrocephalidae,Iduna similis,49,2,1,2348
248,Muscicapidae,Cossypha archeri,60,3,1,2348
248,Lybiidae,Pogoniulus coryphaeus,4,2,1,2348
248,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2348
248,Columbidae,Streptopelia semitorquata,9,3,1,2348
249,Pycnonotidae,Eurillas latirostris,42,1,1,2366
249,Pycnonotidae,Eurillas latirostris,42,3,1,2366
249,Cisticolidae,Apalis porphyrolaema,46,4,1,2366
249,Locustellidae,Bradypterus cinnamomeus,47,2,1,2366
249,Acrocephalidae,Iduna similis,49,4,2,2366
249,Cisticolidae,Oreolais ruwenzori,51,3,1,2366
249,Ploceidae,Ploceus alienus,39,4,1,2366
249,Lybiidae,Pogoniulus coryphaeus,4,3,1,2366
249,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2366
249,Columbidae,Streptopelia semitorquata,9,3,2,2366
249,Lybiidae ,Trachylaemus purpuratus,5,6,1,2366
250,Cisticolidae,Apalis porphyrolaema,46,3,2,2395
250,Pycnonotidae,Andropadus nigriceps,43,1,2,2395
250,Locustellidae,Bradypterus cinnamomeus,47,4,2,2395
250,Acrocephalidae,Iduna similis,49,2,1,2395
250,Nectariniidae,Cinnyris stuhlmanni,32,1,1,2395
250,Cisticolidae,Cisticola chubbi,50,1,2,2395
250,Cisticolidae,Oreolais ruwenzori,51,2,2,2395
250,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2395
250,Columbidae,Streptopelia semitorquata,9,4,1,2395
251,Pycnonotidae,Eurillas latirostris,42,2,2,2397
251,Locustellidae,Bradypterus cinnamomeus,47,3,2,2397
251,Acrocephalidae,Iduna similis,49,3,1,2397
251,Cisticolidae,Cisticola chubbi,50,4,2,2397
251,Malaconotidae,Laniarius poensis,21,4,1,2397
251,Cisticolidae,Oreolais ruwenzori,51,4,1,2397
252,Pycnonotidae,Eurillas latirostris,42,2,1,2397
252,Platysteiridae,Batis diops,24,4,1,2397
252,Cisticolidae,Oreolais ruwenzori,51,3,1,2397
253,Pycnonotidae,Eurillas latirostris,42,2,2,2189
253,Cisticolidae,Apalis personata,45,3,2,2189
253,Cisticolidae,Apalis porphyrolaema,46,2,2,2189
253,Pycnonotidae,Andropadus nigriceps,43,2,2,2189
253,Nectariniidae,Cinnyris regius,31,1,2,2189
253,Modulatricidae,Kakamega poliothorax,57,3,1,2189
253,Cisticolidae,Oreolais ruwenzori,51,3,2,2189
253,Oriolidae,Oriolus percivali,37,4,1,2189
253,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2189
254,Pycnonotidae,Eurillas latirostris,42,2,2,2209
254,Platysteiridae,Batis diops,24,1,1,2209
254,Acrocephalidae,Iduna similis,49,1,2,2209
254,Nectariniidae,Cinnyris regius,31,1,2,2209
254,Muscicapidae,Cossypha archeri,60,1,1,2209
254,Muscicapidae,Cossypha archeri,60,2,1,2209
254,Nectariniidae,Cyanomitra alinae,34,1,1,2209
254,Cisticolidae,Oreolais ruwenzori,51,1,2,2209
254,Oriolidae,Oriolus percivali,37,5,1,2209
254,Phylloscopidae,Phylloscopus laetus,52,1,2,2209
254,Cisticolidae,Prinia bairdii,54,2,2,2209
254,Columbidae,Streptopelia semitorquata,9,4,1,2209
254,Musophagidae,Tauraco schuettii,30,4,2,2209
255,Pycnonotidae,Eurillas latirostris,42,2,1,2243
255,Locustellidae,Bradypterus cinnamomeus,47,2,1,2243
255,Cisticolidae,Cisticola chubbi,50,2,2,2243
255,Malaconotidae,Laniarius poensis,21,3,1,2243
255,Lybiidae,Pogoniulus bilineatus,3,3,1,2243
255,Fringillidae,Crithagra gularis,16,2,2,2243
255,Lybiidae ,Trachylaemus purpuratus,5,5,1,2243
255,Zosteropidae,Zosterops senegalensis,63,1,30,2243
256,Pycnonotidae,Eurillas latirostris,42,1,1,2269
256,Pycnonotidae,Eurillas latirostris,42,2,1,2269
256,Locustellidae,Bradypterus cinnamomeus,47,2,1,2269
256,Acrocephalidae,Iduna similis,49,1,1,2269
256,Cisticolidae,Cisticola chubbi,50,2,2,2269
256,Phylloscopidae,Phylloscopus laetus,52,1,2,2269
256,Ploceidae,Ploceus alienus,39,1,2,2269
256,Lybiidae ,Trachylaemus purpuratus,5,4,1,2269
257,Acrocephalidae,Iduna similis,49,3,1,2271
257,Muscicapidae,Cossypha archeri,60,3,1,2271
257,Malaconotidae,Laniarius poensis,21,4,1,2271
257,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2271
257,Lybiidae ,Trachylaemus purpuratus,5,4,1,2271
257,Zosteropidae,Zosterops senegalensis,63,2,2,2271
258,Pycnonotidae,Eurillas latirostris,42,1,1,2285
258,Cisticolidae,Cisticola chubbi,50,3,2,2285
258,Malaconotidae,Laniarius poensis,21,2,2,2285
258,Cisticolidae,Oreolais ruwenzori,51,1,1,2285
258,Ploceidae,Ploceus alienus,39,1,2,2285
258,Lybiidae,Pogoniulus bilineatus,3,3,1,2285
258,Sylviidae,Pseudoalcippe abyssinica,58,3,1,2285
258,Columbidae,Streptopelia semitorquata,9,4,1,2285
258,Lybiidae ,Trachylaemus purpuratus,5,4,2,2285
259,Pycnonotidae,Eurillas latirostris,42,2,2,2293
259,Pycnonotidae,Andropadus nigriceps,43,1,2,2293
259,Locustellidae,Bradypterus cinnamomeus,47,2,1,2293
259,Acrocephalidae,Iduna similis,49,2,1,2293
259,Malaconotidae,Laniarius poensis,21,2,1,2293
259,Ploceidae,Ploceus alienus,39,1,1,2293
259,Ploceidae,Ploceus alienus,39,2,2,2293
259,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2293
259,Pycnonotidae,Pycnonotus barbatus,44,1,1,2293
259,Lybiidae ,Trachylaemus purpuratus,5,5,1,2293
259,Zosteropidae,Zosterops senegalensis,63,2,2,2293
260,Pycnonotidae,Eurillas latirostris,42,2,1,2302
260,Cisticolidae,Apalis personata,45,1,2,2302
260,Pycnonotidae,Andropadus nigriceps,43,2,1,2302
260,Locustellidae,Bradypterus cinnamomeus,47,3,1,2302
260,Muscicapidae,Cossypha archeri,60,1,1,2302
260,Malaconotidae,Laniarius poensis,21,4,1,2302
260,Muscicapidae,Bradornis comitatus,27,1,1,2302
260,Cisticolidae,Oreolais ruwenzori,51,4,1,2302
260,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2302
260,Columbidae,Streptopelia semitorquata,9,5,1,2302
260,Zosteropidae,Zosterops senegalensis,63,1,4,2302
261,Pycnonotidae,Eurillas latirostris,42,2,1,2297
261,Cisticolidae,Apalis porphyrolaema,46,1,1,2297
261,Pycnonotidae,Andropadus nigriceps,43,1,1,2297
261,Platysteiridae,Batis diops,24,3,1,2297
261,Locustellidae,Bradypterus cinnamomeus,47,3,1,2297
261,Acrocephalidae,Iduna similis,49,3,2,2297
261,Nectariniidae,Cinnyris regius,31,2,2,2297
261,Cisticolidae,Cisticola chubbi,50,3,2,2297
261,Malaconotidae,Dryoscopus gambensis,18,2,1,2297
261,Modulatricidae,Kakamega poliothorax,57,4,1,2297
261,Malaconotidae,Laniarius poensis,21,4,1,2297
261,Cisticolidae,Oreolais ruwenzori,51,3,1,2297
261,Pycnonotidae,Pycnonotus barbatus,44,2,1,2297
261,Lybiidae ,Trachylaemus purpuratus,5,6,1,2297
261,Zosteropidae,Zosterops senegalensis,63,1,1,2297
262,Pycnonotidae,Eurillas latirostris,42,2,1,2251
262,Locustellidae,Bradypterus cinnamomeus,47,2,1,2251
262,Acrocephalidae,Iduna similis,49,3,1,2251
262,Cuculidae,Cuculus solitarius,12,4,1,2251
262,Malaconotidae,Dryoscopus gambensis,18,1,1,2251
262,Malaconotidae,Laniarius poensis,21,3,1,2251
262,Lybiidae,Pogoniulus bilineatus,3,3,1,2251
262,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2251
262,Macrosphenidae,Sylvietta leocophrys,55,1,1,2251
262,Lybiidae ,Trachylaemus purpuratus,5,5,1,2251
263,Pycnonotidae,Eurillas latirostris,42,1,2,2294
263,Cisticolidae,Apalis porphyrolaema,46,2,2,2294
263,Platysteiridae,Batis molitor,25,3,1,2294
263,Locustellidae,Bradypterus cinnamomeus,47,3,1,2294
263,Cisticolidae,Cisticola chubbi,50,4,2,2294
263,Muscicapidae,Cossypha archeri,60,1,1,2294
263,Pellorneidae,Illadopsis pyrrhoptera,56,1,1,2294
263,Malaconotidae,Laniarius poensis,21,2,1,2294
263,Cisticolidae,Oreolais ruwenzori,51,3,1,2294
263,Ploceidae,Ploceus alienus,39,1,1,2294
263,Lybiidae,Pogoniulus bilineatus,3,2,2,2294
263,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2294
263,Pycnonotidae,Pycnonotus barbatus,44,2,1,2294
263,Musophagidae,Tauraco schuettii,30,5,1,2294
263,Zosteropidae,Zosterops senegalensis,63,1,2,2294
264,Pycnonotidae,Eurillas latirostris,42,3,1,2298
264,Muscicapidae,Cossypha archeri,60,3,1,2298
264,Modulatricidae,Kakamega poliothorax,57,2,1,2298
264,Cisticolidae,Oreolais ruwenzori,51,2,1,2298
264,Sylviidae,Pseudoalcippe abyssinica,58,2,1,2298
264,Musophagidae,Tauraco schuettii,30,2,1,2298
264,Musophagidae,Tauraco schuettii,30,4,3,2298
265,Pycnonotidae,Eurillas latirostris,42,2,2,2309
265,Cisticolidae,Apalis porphyrolaema,46,2,2,2309
265,Acrocephalidae,Iduna similis,49,3,1,2309
265,Nectariniidae,Cinnyris regius,31,2,2,2309
265,Cisticolidae,Cisticola chubbi,50,1,2,2309
265,Pellorneidae,Illadopsis pyrrhoptera,56,2,1,2309
265,Ploceidae,Ploceus alienus,39,2,1,2309
265,Sylviidae,Pseudoalcippe abyssinica,58,1,1,2309
265,Pycnonotidae,Pycnonotus barbatus,44,1,2,2309
265,Monarchidae,Terpsiphone viridis,28,3,1,2309
265,Zosteropidae,Zosterops senegalensis,63,1,2,2309
266,Pycnonotidae,Eurillas latirostris,42,3,1,2322
266,Platysteiridae,Batis molitor,25,3,1,2322
266,Cisticolidae,Cisticola chubbi,50,3,2,2322
266,Malaconotidae,Laniarius poensis,21,3,1,2322
266,Cisticolidae,Oreolais ruwenzori,51,2,2,2322
266,Sylviidae,Pseudoalcippe abyssinica,58,4,1,2322
266,Columbidae,Streptopelia semitorquata,9,5,1,2322
266,Lybiidae ,Trachylaemus purpuratus,5,5,1,2322
267,Pycnonotidae,Eurillas latirostris,42,3,1,2316
267,Acrocephalidae,Iduna similis,49,4,1,2316
267,Muscicapidae,Cossypha archeri,60,2,1,2316
267,Ploceidae,Ploceus alienus,39,4,1,2316
268,Pycnonotidae,Eurillas latirostris,42,2,1,2261
268,Acrocephalidae,Iduna similis,49,1,2,2261
268,Nectariniidae,Cinnyris regius,31,1,2,2261
268,Muscicapidae,Cossypha archeri,60,1,1,2261
268,Modulatricidae,Kakamega poliothorax,57,1,1,2261
268,Oriolidae,Oriolus percivali,37,4,1,2261
268,Phylloscopidae,Phylloscopus laetus,52,1,2,2261
268,Lybiidae,Pogoniulus bilineatus,3,2,1,2261
268,Lybiidae ,Trachylaemus purpuratus,5,6,1,2261
269,Acrocephalidae,Iduna similis,49,2,1,2264
269,Cisticolidae,Cisticola chubbi,50,2,2,2264
269,Phylloscopidae,Phylloscopus laetus,52,2,2,2264
269,Pycnonotidae,Pycnonotus barbatus,44,1,1,2264
269,Columbidae,Streptopelia semitorquata,9,5,1,2264
