"","x"
"1",0.392887570882059
"2",0.305600210421684
"3",0.406007067633325
"4",0.36315509748316
"5",0.313262590520966
"6",0.425229091952026
"7",0.290257052257412
"8",0.302213350237622
"9",0.40529965534456
"10",0.341581844093762
"11",0.409084095070453
"12",0.273543264859474
"13",0.418003189303551
"14",0.376342174458581
"15",0.375895491462429
"16",0.332925365370958
"17",0.310042502458326
"18",0.278377187847491
"19",0.401324158474691
"20",0.299403674967019
"21",0.405412112679025
"22",0.38163679488559
"23",0.325564499484054
"24",0.334950265425678
"25",0.43467653245813
"26",0.398970826331894
"27",0.316976123585099
"28",0.329289433375045
"29",0.313154793795307
"30",0.330718012477156
"31",0.39062759195464
"32",0.399161164897421
"33",0.317472801034276
"34",0.372904146899498
"35",0.397299624360446
"36",0.437065222453332
"37",0.399208458063995
"38",0.324732288901238
"39",0.381662699003998
"40",0.362999340826724
"41",0.358364173340297
"42",0.352537313557913
"43",0.350998905410509
"44",0.361920683332642
"45",0.302897732745299
"46",0.307710914802732
"47",0.424406870153467
"48",0.456574885831682
"49",0.360270245654675
"50",0.456017221370522
"51",0.406108006883415
"52",0.429378294192215
"53",0.300766546491146
"54",0.363228372352718
"55",0.270474286750687
"56",0.395629375906894
"57",0.39941047635152
"58",0.366282082518179
"59",0.350830847605434
"60",0.347467613953092
"61",0.339182609775261
"62",0.287874386815609
"63",0.271746704885824
"64",0.307470837919066
"65",0.373276246686355
"66",0.38372017059483
"67",0.335927013226333
"68",0.400619180943573
"69",0.402004391108974
"70",0.367064311586777
"71",0.319357814046187
"72",0.334904937895044
"73",0.376391852096915
"74",0.391502668195334
"75",0.340060680924245
"76",0.335615811205294
"77",0.334834622042755
"78",0.362393883622371
"79",0.352221052487622
"80",0.405935373611476
"81",0.382516792857082
"82",0.343480228055837
"83",0.379848384358199
"84",0.304415077495939
"85",0.310639302082018
"86",0.309366756697377
"87",0.323774940811895
"88",0.435297386669533
"89",0.409993034489568
"90",0.365542330521196
"91",0.407624083584
"92",0.353728600740421
"93",0.401095921733717
"94",0.420746999699119
"95",0.324396916416502
"96",0.23995760479779
"97",0.426986672718385
"98",0.296948614731601
"99",0.348381180161904
"100",0.347689453183316
"101",0.480990667235616
"102",0.334806171171589
"103",0.446276317928822
"104",0.311262809043094
"105",0.334798941855829
"106",0.371710570734387
"107",0.439823403092415
"108",0.379287095482818
"109",0.332551620428796
"110",0.357486409726982
"111",0.41971651439507
"112",0.352303350363871
"113",0.323789730874172
"114",0.377854513194858
"115",0.326575891694384
"116",0.339163678707113
"117",0.328912702614479
"118",0.386821624741483
"119",0.408510869755707
"120",0.392875787388809
"121",0.341691315577764
"122",0.460518714451067
"123",0.368871160169927
"124",0.369614243395465
"125",0.431000045475918
"126",0.380902190811742
"127",0.413273360638427
"128",0.38351375823784
"129",0.387644211931924
"130",0.263773611875518
"131",0.323004258888886
"132",0.380347292833206
"133",0.395395540872957
"134",0.399856731327576
"135",0.357203595293695
"136",0.35105778769551
"137",0.313338614746538
"138",0.401275572375734
"139",0.323607917737617
"140",0.414923279640731
"141",0.359422552034615
"142",0.349770401221258
"143",0.351540431171223
"144",0.352638821962828
"145",0.319423900194437
"146",0.308014759671731
"147",0.343001630912605
"148",0.334495762668325
"149",0.332780422283971
"150",0.413839900456861
"151",0.309343827889781
"152",0.401601597320611
"153",0.342353195070571
"154",0.383421770459751
"155",0.424841804724793
"156",0.401562571782293
"157",0.373445646550824
"158",0.220432532586447
"159",0.357221673498112
"160",0.356328068805757
"161",0.401307023809041
"162",0.394634902734646
"163",0.402345546663862
"164",0.355187708878661
"165",0.327389401172063
"166",0.337432750755188
"167",0.369290629218579
"168",0.423858871610838
"169",0.361482356131268
"170",0.356172518659585
"171",0.397321498131666
"172",0.320662852795458
