"","Spp1","Spp2","Spp3","Spp4","Spp5","Spp6","Spp7","Spp8","Spp9","Spp10","Spp11","Spp12","Spp13","Spp14","Spp15","Spp16","Spp17","Spp18","Spp19","Spp20","Spp21","Spp22","Spp23","Spp24","Spp25","Spp26","Spp27","Spp28","Spp29","Spp30","Spp31","Spp32","Spp33","Spp34","Spp35","Spp36","Spp37","Spp38","Spp39","Spp40","Spp41","Spp42","Spp43","Spp44","Spp45","Spp46","Spp47","Spp48","Spp49","Spp50","Spp51","Spp52","Spp53","Spp54","Spp55","Spp56","Spp57","Spp58","Spp59","Spp60","Spp61","Spp62","Spp63"
"33",0.0690564532698,1.82015395369753,0.224504772612073,0.186094478862477,0.00462092308143161,0.327271184149895,2.90906308571373,0.0302276040664957,0.205914139453573,0.00616567621634639,0.0216590483773388,0.00676405348838447,0.328622095181078,24.9530149449792,2.96291124121939,2.92812885490904,4.6195326623108,0.68297233112022,0.00304219563283485,0.00195802830306703,1.65662818047421,0.253347588106512,0.035636528493431,3.55379224269921,0.115494738283393,2.42867925457983,1.85902407513856,0.0856674299799426,0.407160224838451,0.004429503588908,9.30368189490038,39.3007062510713,0.431091637301364,0.254825735275747,0.0726088405389937,2.25579159417667,0.00700001656018633,1.14893835529322,0.410632355210267,0.392432512163545,1.21936996696576,0.502632772311117,4.12878294051509,0.999168307730877,2.38873462737331,3.22503712079879,15.5018530341114,0.445076301791911,5.1499487876133,5.7205483119054,1.85770729854569,9.56370735598866,0.844613816581528,0.0571961156362914,0.0511229836670975,0.258880127639196,0.0670734630249115,1.13002841456708,0.0517826632079588,6.31446034472039,0.842417245179971,0.167355220780812,31.0525757500917
"34",0.0675120826187592,1.49975793516724,0.180475135836956,0.154703806227787,0.00318167585005427,0.28581222687772,2.83532345049139,0.0240374350814762,0.152799293182804,0.00515132615036503,0.0171089949829951,0.00529007507574667,0.224025804775369,20.6551123089158,2.8614162245604,2.85652268002765,4.56076327894316,0.575333455509562,0.0023007053928276,0.00134743740731171,1.57066735424467,0.235621185785229,0.0267033168320121,3.27940952247105,0.104730908596514,2.28911715387439,1.76414140960859,0.0640611163422266,0.440323325417666,0.0030886834626205,8.07489316158416,43.1966189360669,0.333613057174843,0.204861836667399,0.0607171588800044,2.7353741015759,0.00473451015439129,1.22363860363363,0.303802379006349,0.346031361816329,1.21924968084106,0.313915396990522,3.51572940878552,0.808749686982184,1.97852684014573,2.99756818860309,15.6090333226541,0.426923647674983,5.00543788488059,5.08966982221408,1.58305054862833,8.7728717282691,1.01061946849476,0.0389038044663116,0.0363369390700856,0.207625224672355,0.0441331372894252,0.960974066588094,0.0423757160507769,6.21673364157154,0.723360655008443,0.157704229620393,29.3354256021324
"35",0.0673168916090998,1.45931621541673,0.175370898597164,0.150938099557473,0.00303031827415704,0.280595001832352,2.82488581411036,0.0233058873586856,0.146788008836333,0.00502954196002467,0.0165876075827323,0.00512350161540025,0.21302560815289,20.1130633563491,2.84854116955522,2.84748721284444,4.55312510372878,0.562129300489309,0.00221957483502574,0.00128456919969917,1.55935543515974,0.233187415114698,0.0257186078560963,3.24451680280983,0.103370604720493,2.27206897746757,1.7515785750354,0.0616840952266103,0.444068538499831,0.00294689369550322,7.92406264157566,43.6925087277502,0.322423339657408,0.199169908527023,0.0593634761197902,2.80193163369223,0.00449857777008091,1.2328100227808,0.291930911995928,0.340241374208935,1.21792036291834,0.294984127724019,3.44151001995604,0.786636841928429,1.92893862960683,2.96789416122578,15.6185325796491,0.4241493059508,4.98525477467588,5.00948971664836,1.54997922270165,8.671222534264,1.03366566268598,0.0369965922886494,0.0347542037975287,0.201805687345028,0.0417818861338819,0.940892682024629,0.0412477470591445,6.20293660017206,0.708392846161885,0.156519169997921,29.1145021128319
"36",0.0887543134531303,1.57002539011127,1.29491357407834,0.591064275753528,0.12153290176115,0.554922666847251,2.6948799087595,0.0932147887362465,0.978803107742794,0.0198638042782477,0.149495032529353,0.0641798380947354,7.1500189188503,23.5281445854879,4.17855630020453,3.85843328711253,5.14960632828812,1.46877720502489,0.059634698304278,0.130889417219523,2.07410212727792,0.210968842068856,0.49657227961633,5.98742422169864,0.208406471983475,5.12756712764408,2.2362493861791,1.24812402433818,0.0421410357340985,0.113670023047861,23.3743838580935,7.42889284463927,2.29528485201407,2.31381098976173,0.723582755677428,0.149867027905907,0.206617004569971,0.33384716923217,3.64866242892083,0.79576257541852,0.462351634695284,16.2354722894061,12.3891378799538,5.77849016043298,6.19463639733043,4.28630533567273,11.2245939796142,0.242158674083339,4.9403232475606,9.13353268757077,6.20911822019036,14.4477252581134,0.0788262561686772,1.78066063459634,1.06893914012617,2.5331259036553,2.44475414068426,4.87364205816261,0.146587141155843,6.1302247057889,1.29037879152006,0.341704885371753,45.4766563019276
"37",0.0875439614168739,1.7593604843084,1.21339252171788,0.578175363095501,0.105784852222566,0.563881270725446,2.75160403261025,0.0935529629669934,0.974286539620135,0.0193532934314288,0.13880877370902,0.05800607632996,6.37599159650655,26.0688036226735,4.10880628248146,3.80041378028195,5.1269792057207,1.48425924793968,0.0509645003917178,0.103735290808896,2.08363089590994,0.223013737202693,0.441302305033438,5.91893936829897,0.206438864050674,4.90162341484514,2.25456383439874,1.10539184647054,0.0508863124694204,0.0985473048225256,22.9013535905299,8.37253585165381,2.21076127210648,2.07116163552796,0.628867512297455,0.178483363308034,0.179394042144365,0.366151157226783,3.41513861952135,0.790266186699886,0.509847334987732,14.5496726721386,12.0399506242121,5.39427345445457,6.19625611693856,4.3238176285659,11.5550600211607,0.263016730253285,5.03375416168555,9.24905935160785,5.96661324721133,14.4844063666934,0.0913366214312996,1.53333921594342,0.936844517929888,2.25320048311743,2.1074514423718,4.56931753876539,0.146235292669481,6.19775918370357,1.33621008420774,0.327787209545617,45.0522938556294
"38",0.0734570016138688,2.58466512079637,0.386904971093822,0.287570717658054,0.0119687520604013,0.439270676545454,3.03411603809287,0.0506392910693466,0.406028150774249,0.00944954930729124,0.0391107087218114,0.0127551702477958,0.854511976407097,35.3748342255712,3.24800877631133,3.13327754384237,4.77154412295962,0.998898431886003,0.00646233210068933,0.00545779381587507,1.86243576298717,0.286069187195513,0.0750042483907802,4.30071715167933,0.145184938296391,2.87491722643484,2.08001058809999,0.181624578503292,0.294935822361164,0.011183460864402,13.0245362515283,28.9391415626488,0.792772154122192,0.454845854333202,0.121270263305813,1.27450432436157,0.0189149255582116,0.927858822637823,0.854729400786679,0.524570912223099,1.13119419088612,1.58758410597775,6.07319706161217,1.70030453258708,3.65870492987756,3.78038423910308,14.9247591474972,0.458933322791709,5.41405282707973,7.38115308663079,2.75169480349707,11.6048658307644,0.502319312592648,0.153562957422069,0.122570242709872,0.466850436877625,0.193971867485417,1.71386632678514,0.081677193191668,6.48647270022915,1.15788704658806,0.197670797892087,35.576467934194
"39",0.0631783199196877,0.692175548274782,0.089599596421023,0.0830687515065426,0.000984973725303193,0.176064113991512,2.54603398841203,0.0108140153018549,0.0544590414244671,0.00282442068684944,0.00805797375145989,0.0024650254932202,0.0655727703693711,9.7835551886853,2.57341792480964,2.65670590883517,4.37954171830568,0.314255150872561,0.0010026728892118,0.000452443281924316,1.30009831680548,0.174361624078222,0.0108866576083326,2.50652330388377,0.0752001452292625,1.93997021303182,1.46015913831421,0.0260109746169631,0.488864033617163,0.00100263330335945,5.02840365493335,53.9384821184546,0.141639984922169,0.105942558440932,0.0369549558931306,4.57458075899691,0.00138069383350413,1.40296723610382,0.113171352212098,0.224930983674676,1.11756011443751,0.0674938896930595,2.0638112190971,0.412589648012065,1.02837500301526,2.30741455217611,15.5806804472976,0.343345909446446,4.45973230115284,3.35471888768228,0.941041153603206,6.48669223461447,1.65347679203417,0.0116546458682552,0.0124852791263027,0.107084027835415,0.0117712936491625,0.579708492210594,0.021171701908543,5.83207036817867,0.413205729430072,0.133138388553676,24.2789977676832
"40",0.0663887095232308,1.26973246896847,0.152470381859642,0.133694309790381,0.00239140046522759,0.255990457044509,2.77183922866734,0.0199957111446061,0.120345281111728,0.00447139211008429,0.0142654486709183,0.00438740513732676,0.166643154702513,17.5711807653682,2.78718098857322,2.80456699651184,4.51614401615899,0.500893884350509,0.00186773904878545,0.00102172848990066,1.50429241961266,0.221091710895952,0.0214354217999485,3.07827723486681,0.0969200501902309,2.1927652953562,1.69020841324851,0.0513563956435343,0.460203555235257,0.00234608525913851,7.22247393519226,46.0505819556922,0.27263784611727,0.173865395548082,0.0533389233824362,3.1379704146585,0.00350884038891225,1.27534153632426,0.240158399356663,0.313034671741993,1.20743406750665,0.217564586200332,3.09933086286509,0.687284998942905,1.70105804161799,2.82438696542026,15.6505888646558,0.409548171305477,4.88345179651287,4.62869346081425,1.39794394706432,8.18420138997905,1.15015315941953,0.0289867081740023,0.0279975021163389,0.175983580328199,0.0320162104462594,0.849270007144293,0.0360915706964749,6.13282503750853,0.637966370757631,0.150988162076247,28.0533577447451
