pt,family,spp,spp_id,dist,counts,elev
300,Cisticolidae,Oreolais ruwenzori,4,3,1,2553
301,Cisticolidae,Apalis porphyrolaema,2,3,1,2609
301,Cisticolidae,Cisticola chubbi,3,3,2,2609
302,Cisticolidae,Oreolais ruwenzori,4,1,2,2196
302,Cisticolidae,Prinia bairdii,5,3,1,2196
306,Cisticolidae,Apalis porphyrolaema,2,1,2,3103
312,Cisticolidae,Apalis porphyrolaema,2,3,1,2819
328,Cisticolidae,Oreolais ruwenzori,4,3,1,3085
329,Cisticolidae,Oreolais ruwenzori,4,3,1,3137
342,Cisticolidae,Cisticola chubbi,3,2,2,3234
349,Cisticolidae,Cisticola chubbi,3,4,2,3090
356,Cisticolidae,Cisticola chubbi,3,4,2,3117
357,Cisticolidae,Cisticola chubbi,3,3,2,3122
359,Cisticolidae,Apalis personata,1,3,2,2700
359,Cisticolidae,Cisticola chubbi,3,4,4,2700
359,Cisticolidae,Oreolais ruwenzori,4,3,1,2700
360,Cisticolidae,Cisticola chubbi,3,2,4,2857
362,Cisticolidae,Apalis porphyrolaema,2,2,1,2945
362,Cisticolidae,Cisticola chubbi,3,2,2,2945
364,Cisticolidae,Cisticola chubbi,3,4,2,2995
365,Cisticolidae,Cisticola chubbi,3,3,2,3043
366,Cisticolidae,Apalis personata,1,3,1,2770
366,Cisticolidae,Cisticola chubbi,3,2,2,2770
367,Cisticolidae,Apalis porphyrolaema,2,3,1,3058
367,Cisticolidae,Cisticola chubbi,3,3,2,3058
375,Cisticolidae,Apalis personata,1,2,1,2777
375,Cisticolidae,Apalis porphyrolaema,2,2,1,2777
375,Cisticolidae,Oreolais ruwenzori,4,3,1,2777
376,Cisticolidae,Apalis porphyrolaema,2,3,1,2823
376,Cisticolidae,Cisticola chubbi,3,4,2,2823
377,Cisticolidae,Cisticola chubbi,3,5,2,3066
381,Cisticolidae,Cisticola chubbi,3,3,4,3145
382,Cisticolidae,Cisticola chubbi,3,3,2,3217
384,Cisticolidae,Apalis porphyrolaema,2,2,1,2825
391,Cisticolidae,Apalis porphyrolaema,2,2,1,2874
393,Cisticolidae,Apalis porphyrolaema,2,3,1,3139
394,Cisticolidae,Apalis porphyrolaema,2,3,1,3171
397,Cisticolidae,Cisticola chubbi,3,3,2,2924
399,Cisticolidae,Cisticola chubbi,3,2,2,2743
401,Cisticolidae,Apalis porphyrolaema,2,2,1,2896
403,Cisticolidae,Apalis porphyrolaema,2,2,1,2924
403,Cisticolidae,Cisticola chubbi,3,4,2,2924
405,Cisticolidae,Apalis porphyrolaema,2,4,1,3029
406,Cisticolidae,Apalis personata,1,3,2,2784
406,Cisticolidae,Apalis porphyrolaema,2,2,1,2784
406,Cisticolidae,Cisticola chubbi,3,3,2,2784
407,Cisticolidae,Apalis porphyrolaema,2,3,1,3022
408,Cisticolidae,Cisticola chubbi,3,3,4,2969
409,Cisticolidae,Apalis porphyrolaema,2,2,1,2907
409,Cisticolidae,Cisticola chubbi,3,3,2,2907
410,Cisticolidae,Apalis porphyrolaema,2,2,1,2844
411,Cisticolidae,Apalis porphyrolaema,2,3,1,2843
411,Cisticolidae,Oreolais ruwenzori,4,4,1,2843
412,Cisticolidae,Apalis porphyrolaema,2,2,1,2764
412,Cisticolidae,Cisticola chubbi,3,3,2,2764
413,Cisticolidae,Cisticola chubbi,3,2,2,2929
414,Cisticolidae,Cisticola chubbi,3,4,2,2970
416,Cisticolidae,Cisticola chubbi,3,3,2,2595
417,Cisticolidae,Cisticola chubbi,3,3,2,2611
418,Cisticolidae,Cisticola chubbi,3,4,2,2626
419,Cisticolidae,Cisticola chubbi,3,3,2,2650
420,Cisticolidae,Cisticola chubbi,3,3,2,2671
422,Cisticolidae,Cisticola chubbi,3,4,2,2546
423,Cisticolidae,Apalis personata,1,2,1,2593
424,Cisticolidae,Cisticola chubbi,3,3,2,2613
424,Cisticolidae,Oreolais ruwenzori,4,3,1,2613
425,Cisticolidae,Cisticola chubbi,3,4,1,2629
425,Cisticolidae,Oreolais ruwenzori,4,3,1,2629
426,Cisticolidae,Oreolais ruwenzori,4,1,1,2641
427,Cisticolidae,Apalis porphyrolaema,2,4,1,2681
427,Cisticolidae,Cisticola chubbi,3,2,1,2681
428,Cisticolidae,Cisticola chubbi,3,2,2,2705
429,Cisticolidae,Cisticola chubbi,3,3,2,2712
429,Cisticolidae,Oreolais ruwenzori,4,3,1,2712
430,Cisticolidae,Cisticola chubbi,3,2,2,2559
431,Cisticolidae,Cisticola chubbi,3,3,2,2577
432,Cisticolidae,Cisticola chubbi,3,3,2,2580
433,Cisticolidae,Cisticola chubbi,3,3,2,2628
433,Cisticolidae,Oreolais ruwenzori,4,3,1,2628
434,Cisticolidae,Cisticola chubbi,3,3,2,2626
435,Cisticolidae,Oreolais ruwenzori,4,1,2,2627
436,Cisticolidae,Apalis porphyrolaema,2,2,1,2626
436,Cisticolidae,Cisticola chubbi,3,1,2,2626
436,Cisticolidae,Oreolais ruwenzori,4,3,1,2626
437,Cisticolidae,Cisticola chubbi,3,3,1,2626
437,Cisticolidae,Oreolais ruwenzori,4,3,1,2626
438,Cisticolidae,Apalis personata,1,3,2,2597
438,Cisticolidae,Apalis porphyrolaema,2,3,1,2597
438,Cisticolidae,Cisticola chubbi,3,3,2,2597
438,Cisticolidae,Oreolais ruwenzori,4,2,2,2597
439,Cisticolidae,Apalis personata,1,3,1,2608
439,Cisticolidae,Apalis porphyrolaema,2,3,1,2608
439,Cisticolidae,Cisticola chubbi,3,4,2,2608
440,Cisticolidae,Cisticola chubbi,3,3,2,2557
440,Cisticolidae,Oreolais ruwenzori,4,3,2,2557
442,Cisticolidae,Apalis porphyrolaema,2,2,1,2551
442,Cisticolidae,Cisticola chubbi,3,2,2,2551
443,Cisticolidae,Cisticola chubbi,3,3,2,2620
443,Cisticolidae,Oreolais ruwenzori,4,3,2,2620
444,Cisticolidae,Apalis personata,1,2,1,2609
444,Cisticolidae,Oreolais ruwenzori,4,2,1,2609
445,Cisticolidae,Cisticola chubbi,3,2,2,2650
446,Cisticolidae,Apalis porphyrolaema,2,4,1,2674
446,Cisticolidae,Cisticola chubbi,3,4,2,2674
446,Cisticolidae,Oreolais ruwenzori,4,5,1,2674
447,Cisticolidae,Cisticola chubbi,3,3,2,2667
447,Cisticolidae,Oreolais ruwenzori,4,2,1,2667
448,Cisticolidae,Cisticola chubbi,3,3,2,2661
449,Cisticolidae,Cisticola chubbi,3,4,2,2670
449,Cisticolidae,Oreolais ruwenzori,4,4,1,2670
450,Cisticolidae,Cisticola chubbi,3,4,2,2649
450,Cisticolidae,Oreolais ruwenzori,4,5,1,2649
451,Cisticolidae,Apalis porphyrolaema,2,3,1,2637
451,Cisticolidae,Cisticola chubbi,3,4,2,2637
451,Cisticolidae,Oreolais ruwenzori,4,4,1,2637
453,Cisticolidae,Cisticola chubbi,3,4,2,2669
453,Cisticolidae,Oreolais ruwenzori,4,4,1,2669
454,Cisticolidae,Apalis porphyrolaema,2,4,1,2633
454,Cisticolidae,Cisticola chubbi,3,1,2,2633
455,Cisticolidae,Apalis personata,1,3,1,2626
455,Cisticolidae,Apalis porphyrolaema,2,2,1,2626
455,Cisticolidae,Oreolais ruwenzori,4,4,1,2626
456,Cisticolidae,Oreolais ruwenzori,4,4,1,2619
459,Cisticolidae,Apalis porphyrolaema,2,3,1,2661
459,Cisticolidae,Cisticola chubbi,3,3,2,2661
461,Cisticolidae,Oreolais ruwenzori,4,3,1,2511
462,Cisticolidae,Apalis porphyrolaema,2,3,1,2545
462,Cisticolidae,Cisticola chubbi,3,1,2,2545
462,Cisticolidae,Oreolais ruwenzori,4,5,1,2545
463,Cisticolidae,Apalis porphyrolaema,2,4,1,2561
463,Cisticolidae,Cisticola chubbi,3,3,2,2561
465,Cisticolidae,Apalis porphyrolaema,2,3,1,2606
465,Cisticolidae,Oreolais ruwenzori,4,5,1,2606
466,Cisticolidae,Apalis porphyrolaema,2,4,1,2623
467,Cisticolidae,Cisticola chubbi,3,3,2,2441
468,Cisticolidae,Apalis porphyrolaema,2,3,1,2625
468,Cisticolidae,Oreolais ruwenzori,4,2,1,2625
469,Cisticolidae,Apalis personata,1,3,2,2622
469,Cisticolidae,Apalis porphyrolaema,2,2,1,2622
469,Cisticolidae,Cisticola chubbi,3,2,2,2622
470,Cisticolidae,Apalis porphyrolaema,2,4,1,2677
470,Cisticolidae,Cisticola chubbi,3,3,2,2677
470,Cisticolidae,Oreolais ruwenzori,4,5,2,2677
471,Cisticolidae,Cisticola chubbi,3,3,2,2611
471,Cisticolidae,Oreolais ruwenzori,4,3,1,2611
472,Cisticolidae,Cisticola chubbi,3,4,2,2608
472,Cisticolidae,Oreolais ruwenzori,4,5,1,2608
473,Cisticolidae,Apalis porphyrolaema,2,3,1,2470
476,Cisticolidae,Cisticola chubbi,3,3,2,2539
476,Cisticolidae,Oreolais ruwenzori,4,4,1,2539
477,Cisticolidae,Cisticola chubbi,3,1,2,2524
477,Cisticolidae,Oreolais ruwenzori,4,4,1,2524
478,Cisticolidae,Cisticola chubbi,3,1,2,2590
478,Cisticolidae,Oreolais ruwenzori,4,3,1,2590
479,Cisticolidae,Apalis porphyrolaema,2,4,1,2622
479,Cisticolidae,Cisticola chubbi,3,4,2,2622
479,Cisticolidae,Oreolais ruwenzori,4,3,1,2622
480,Cisticolidae,Cisticola chubbi,3,2,2,2619
481,Cisticolidae,Oreolais ruwenzori,4,4,1,2623
482,Cisticolidae,Cisticola chubbi,3,2,2,2420
482,Cisticolidae,Oreolais ruwenzori,4,3,1,2420
484,Cisticolidae,Apalis porphyrolaema,2,3,1,2627
485,Cisticolidae,Cisticola chubbi,3,5,2,2640
486,Cisticolidae,Apalis porphyrolaema,2,4,1,2425
486,Cisticolidae,Oreolais ruwenzori,4,5,1,2425
487,Cisticolidae,Apalis porphyrolaema,2,3,1,2497
487,Cisticolidae,Cisticola chubbi,3,3,2,2497
487,Cisticolidae,Oreolais ruwenzori,4,4,1,2497
488,Cisticolidae,Cisticola chubbi,3,1,2,2526
491,Cisticolidae,Cisticola chubbi,3,3,2,2811
495,Cisticolidae,Cisticola chubbi,3,3,2,2609
495,Cisticolidae,Oreolais ruwenzori,4,2,1,2609
499,Cisticolidae,Cisticola chubbi,3,1,2,2642
501,Cisticolidae,Cisticola chubbi,3,3,2,2742
502,Cisticolidae,Oreolais ruwenzori,4,4,1,2904
503,Cisticolidae,Cisticola chubbi,3,4,2,2937
504,Cisticolidae,Apalis porphyrolaema,2,3,1,2982
504,Cisticolidae,Oreolais ruwenzori,4,5,1,2982
505,Cisticolidae,Cisticola chubbi,3,4,4,3069
505,Cisticolidae,Oreolais ruwenzori,4,5,1,3069
506,Cisticolidae,Oreolais ruwenzori,4,4,1,3174
508,Cisticolidae,Cisticola chubbi,3,2,2,2794
509,Cisticolidae,Apalis porphyrolaema,2,3,1,3317
512,Cisticolidae,Oreolais ruwenzori,4,4,1,2859
513,Cisticolidae,Apalis porphyrolaema,2,2,1,2773
513,Cisticolidae,Oreolais ruwenzori,4,1,1,2773
514,Cisticolidae,Apalis personata,1,3,1,2815
514,Cisticolidae,Apalis porphyrolaema,2,3,2,2815
515,Cisticolidae,Apalis personata,1,3,1,2953
515,Cisticolidae,Apalis porphyrolaema,2,3,1,2953
519,Cisticolidae,Apalis porphyrolaema,2,3,1,2884
